genero,archivo,ax_mean,ax_std,ax_min,ax_max,ax_rms,ax_energy,ay_mean,ay_std,ay_min,ay_max,ay_rms,ay_energy,az_mean,az_std,az_min,az_max,az_rms,az_energy,magnitud_mean,magnitud_std,magnitud_min,magnitud_max,magnitud_rms,magnitud_energy
electronica,electronica_segmento_006.csv,-4.263167605633803,8.28923808618826,-19.2374,11.3605,9.321269553190673,86.88606608323944,6.601552112676056,4.180190827703523,-1.3599,15.263,7.813736983824985,61.05448565239436,2.5777774647887326,3.0667908159488055,-5.5138,10.2256,4.0062629178276055,16.05014256676056,11.376341381421835,5.879587662051104,1.8813208896942595,22.79690330132582,12.805885143261062,163.99069430239436
electronica,electronica_segmento_007.csv,-4.427963380281691,8.718316418270303,-19.2374,11.3605,9.778338348932154,95.6159008661972,5.095605633802818,4.142937536317367,-1.5131,12.73,6.567277076922401,43.12912820507043,3.3081450704225346,4.485340016718274,-10.6614,14.619,5.573338216234074,31.062098872535213,11.443935453959797,6.232452909521641,1.3686712863211532,23.571284723154143,13.031006405638928,169.80712794380278
electronica,electronica_segmento_008.csv,-4.118194366197184,8.748582848601338,-19.1321,12.5049,9.66939639773961,93.49722669661972,4.588780281690142,3.739579445196362,-1.5131,12.5863,5.919574216154687,35.04135890056338,4.833995774647888,5.923420897445326,-10.6614,16.168,7.64554970408313,58.45443027760564,12.035058882334424,6.492331905681657,1.3686712863211532,24.00334051460338,13.674538963884258,186.99301587478877
electronica,electronica_segmento_009.csv,-1.602748611111111,7.794714335012061,-17.662,13.5871,7.957787046337763,63.3263746748611,5.121769444444444,4.846527989523327,-3.7062,16.508,7.051337163636255,49.72135579527779,-0.7072166666666667,9.798058933547898,-22.563,16.168,9.823548965566816,96.50211427888888,12.721194006554207,6.90804370257145,2.7808940630667687,26.946433546760876,14.475836582008924,209.54984474902778
electronica,electronica_segmento_010.csv,-0.8203,7.15652584218482,-15.3732,13.5871,7.203384914042783,51.88875421985915,5.359104225352113,5.645059389536181,-3.7062,16.508,7.783745474357282,60.586693609577466,-6.175957746478874,8.606898587673514,-22.563,12.8569,10.593448795590072,112.22115738478874,13.077093611699908,7.3270886363591154,1.992232069815161,29.1191637421132,14.989883428973867,224.69660521422534
electronica,electronica_segmento_011.csv,-2.258170422535211,7.388300657851935,-15.3732,12.4331,7.725692219343726,59.68632026802819,5.9594070422535195,4.956177291453223,-1.6376,15.2846,7.751014490992613,60.078225639577475,-5.729760563380283,7.884259733583982,-22.0698,12.8569,9.746368947473806,94.99170766028166,12.91121302217663,6.93230350344414,1.992232069815161,29.1191637421132,14.65456425718238,214.75625356788737
electronica,electronica_segmento_012.csv,-1.6816084507042255,7.1815146267745265,-14.1282,11.5975,7.375768388178708,54.40195931605633,5.946864788732394,4.612080283773412,-1.9561,15.1314,7.525721583970312,56.63648535943662,-5.635781690140845,8.193252198175287,-23.4081,10.7476,9.944416365067935,98.89141684183097,13.040725978814036,6.314216298386413,2.2729228165514113,28.534210858721853,14.488956536525464,209.92986151732399
electronica,electronica_segmento_013.csv,-0.5953450704225353,6.652846934129371,-14.1282,12.4259,6.679431718479574,44.61480808183099,6.382036619718312,4.2264711270698125,-1.9561,15.1314,7.654635824347248,58.59344960338027,-6.072301408450705,8.11948110604406,-23.4081,10.7476,10.13897518620491,102.79881782647888,13.10962062212829,5.843365695860457,3.518355169678013,28.534210858721853,14.352946579420204,206.00707551169015
electronica,electronica_segmento_014.csv,-1.2009746478873238,6.3525035338903715,-10.4986,12.4259,6.465032192724005,41.79664125295775,6.453897183098592,4.001604450329077,-1.6352,13.0245,7.593788713606759,57.665627026901404,-5.839794366197183,7.770019939972735,-19.8479,10.7212,9.71989753583042,94.47640810704225,12.716975633274135,5.676020360218355,3.518355169678013,23.770760756231592,13.926186713774213,193.93867638690142
electronica,electronica_segmento_015.csv,-2.942742253521126,6.460824619580322,-12.6127,10.0197,7.099435663180123,50.40198673563379,6.281580281690141,4.480260860131077,-1.6352,14.2647,7.715632716125155,59.53098821014084,-4.654561971830985,6.923897975858913,-17.832,12.4498,8.34297970330255,69.6053103297183,11.985904750580703,5.989688855483215,2.321370922536939,25.030583808413258,13.399189724587561,179.5382852754929
electronica,electronica_segmento_016.csv,-3.9662986111111107,7.282036034873249,-14.9494,12.1194,8.292139258701246,68.75957348569445,6.367280555555555,4.722144979115803,-1.5131,15.1553,7.927226177985869,62.84091487694444,-3.786890277777778,5.490676341514458,-16.2471,12.4498,6.669937380755118,44.48806466319444,11.647692868472587,6.357657105220929,2.321370922536939,25.030583808413258,13.26983620945765,176.08855302583333
electronica,electronica_segmento_017.csv,-3.9769098591549294,8.123069227565297,-18.1696,12.2368,9.044338875985462,81.80006570366196,6.360145070422536,4.5310612788414755,-1.5131,15.1553,7.809094802180123,60.98196162943661,-3.59548309859155,5.20425878885788,-14.2766,8.1044,6.325488775870365,40.011808253661975,11.765317183372915,6.661167102046806,0.5421360161435504,26.00443174018613,13.52012705512639,182.7938355867606
electronica,electronica_segmento_018.csv,-4.000176056338028,8.159566844024429,-18.1696,16.453,9.087350524977168,82.57993956380282,6.544264788732394,4.75405829326928,-1.8555,18.0188,8.088786799072224,65.42847188084508,-4.0720760563380285,5.288950528436016,-14.2766,13.441,6.674938284422192,44.55480110084507,12.274406578627348,6.473187444222716,0.5421360161435504,27.570642382976864,13.876714760543758,192.56321254549297
electronica,electronica_segmento_019.csv,-3.3666859154929583,7.569584910592843,-17.0276,16.453,8.284515059570689,68.63318977225353,6.872070422535212,5.411278242587664,-3.6966,18.1289,8.74684423726557,76.5072841109859,-5.210030985915495,5.6482921024690755,-14.5017,13.441,7.684245346747725,59.047626549014076,12.929950029129397,6.0831318148195885,3.893589595732966,27.570642382976864,14.289440172107986,204.18810043225352
electronica,electronica_segmento_020.csv,-3.128678873239437,7.789416891190568,-15.1912,23.8055,8.394262742886935,70.4636469966197,6.672198591549295,5.506217778585341,-3.8235,18.1289,8.6508189363945,74.83666827028168,-6.277091549295774,6.134722349049596,-17.1592,10.2065,8.77705512220181,77.03669661816903,13.383323077552367,6.574471483467297,3.893589595732966,26.52055016378808,14.910969515261923,222.3370118850704
