timestamp,ax,ay,az
145453,-11.066,7.9152,-2.5522
145482,-9.0644,8.2169,-3.7924
145510,-7.7859,8.3127,-3.1627
145538,-6.6583,7.6926,-2.1931
145566,-5.2696,7.3861,-2.3296
145594,-5.6192,8.1355,-2.9951
145622,-5.3032,7.4962,-2.4541
145650,-4.6663,6.5098,-3.0622
145678,-2.047,6.019,-4.458
145706,-1.0247,5.9185,-6.2177
145734,0.0,7.1563,-8.4156
145763,1.731,8.6862,-11.7053
145791,6.7325,11.3653,-15.5839
145819,6.8283,11.2719,-15.8879
145847,5.8107,10.7715,-15.4665
145875,4.5849,9.8545,-13.3381
145903,3.9002,7.8673,-10.1107
145931,4.391,6.3446,-8.0493
145959,3.7254,6.2489,-6.9647
145987,1.2043,4.8028,-5.0111
146015,-0.8116,4.8842,-3.632
146043,-3.1484,5.1667,-3.0526
146071,-5.2265,5.1787,-2.4277
146100,-8.5688,6.4093,-3.8499
146128,-10.6949,6.2273,-4.0749
146156,-14.5472,7.4771,-4.4269
146184,-17.2742,9.8617,-6.2537
146212,-16.7403,11.2097,-5.9065
146240,-17.7243,11.655,-5.5402
146268,-15.6365,10.1754,-3.3543
146296,-11.9734,8.1786,-1.0582
146325,-11.3054,7.4962,-2.2482
146353,-8.8346,7.5106,-3.1484
146381,-6.2704,7.616,-2.5211
146409,-5.2481,7.1587,-1.2689
146437,-4.0127,6.2249,-0.5315
146465,-1.7478,6.1938,-1.2617
146493,0.7374,6.8953,-1.7406
146521,0.012,6.3805,-2.0135
146549,-0.2993,7.8817,-4.5681
146577,-0.7997,9.4116,-6.0956
146606,2.241,8.4922,-6.6535
146634,7.0653,7.9631,-8.6622
146662,11.6095,8.7149,-12.1697
146690,12.7324,10.0916,-14.2359
146718,11.3581,10.9415,-13.1298
146746,8.5952,10.6374,-10.8098
146774,4.2353,9.8833,-8.0828
146802,3.2992,9.4427,-6.62
146830,3.62,8.3055,-5.0494
146858,2.15,7.3741,-3.5578
146886,1.0654,6.9049,-2.7174
146914,0.3783,5.5881,-1.2091
146943,-3.2034,4.6352,-0.5052
146971,-5.5857,3.2633,-0.8164
146999,-9.2536,3.0622,-0.7207
147027,-10.8242,1.9441,-1.8962
147055,-12.6629,3.1675,-4.3862
147083,-17.1545,6.6248,-6.8235
147111,-16.508,6.6511,-6.031
147139,-21.0762,7.5082,-5.1667
147167,-21.3682,8.2001,-4.2329
147196,-18.4377,6.6152,-4.0701
147224,-14.6166,6.1076,-3.9073
147252,-11.4874,6.1579,-3.3854
147280,-9.1339,6.3303,-3.0311
147308,-4.6687,6.7086,-3.3184
147336,-0.1987,7.0677,-2.8802
147364,0.7877,6.9552,-1.2689
147392,0.589,6.1292,-1.1875
147420,1.6496,6.6559,-2.7485
