timestamp,ax,ay,az
134439,-18.591,6.4524,-7.1587
134467,-19.4673,8.1211,-6.0071
134495,-19.6181,8.2337,-4.4963
134523,-17.7602,6.8211,-2.1955
134552,-16.6301,5.2337,-1.3695
134580,-14.8704,5.3391,-2.9616
134608,-11.9854,5.6383,-3.9456
134636,-9.6391,5.9759,-3.5243
134664,-7.7285,6.7828,-2.3128
134692,-7.4915,6.9145,-2.0542
134720,-4.4317,6.4117,-2.5905
134748,0.3998,6.3782,-4.4867
134776,1.482,6.7133,-7.1251
134804,3.4836,9.5481,-10.6326
134833,4.6783,7.3813,-10.6183
134861,8.0134,8.8274,-12.402
134889,5.3917,12.9,-15.2271
134917,5.3702,9.4667,-13.6398
134945,10.1682,10.0389,-12.4642
134973,7.9344,9.8282,-11.0421
135001,5.7365,9.2656,-8.5712
135029,4.3622,10.6422,-8.5377
135057,5.193,11.4682,-8.8945
135085,3.1723,8.7293,-6.6559
135113,2.3511,7.8458,-4.853
135142,2.0039,9.3182,-8.2887
135170,-0.7925,7.288,-8.0158
135198,-3.7158,5.6671,-3.96
135226,-7.082,2.9281,-2.7892
135254,-12.1099,3.8571,-1.9441
135282,-10.5129,0.0551,-1.9896
135310,-14.631,1.3886,-4.1468
135338,-21.8231,4.9871,-6.3087
135366,-20.5877,6.098,-5.2816
135394,-22.2469,8.078,-6.5242
135423,-20.9995,6.9719,-4.0055
135451,-16.5176,4.3958,-1.9656
135479,-14.7196,4.0534,-4.1683
135507,-12.5815,4.8578,-3.6727
135535,-8.9854,4.719,-2.2601
135563,-5.2625,5.0015,-2.6312
135591,-1.1181,6.8211,-4.3551
135619,0.3879,6.177,-2.9592
135647,0.0886,5.0949,-4.0151
135675,0.2203,6.541,-7.0509
135704,4.5873,7.4531,-8.2456
135732,4.7549,6.0286,-7.4364
135760,2.624,8.3175,-8.0661
135788,3.5554,7.9392,-11.3413
135816,4.8794,12.2439,-19.733
135844,5.5809,12.5001,-22.946
135872,7.0916,11.0325,-17.9158
135900,7.6423,8.4348,-11.0301
135928,4.8123,7.8554,-7.4101
135956,3.3327,9.5912,-7.5369
135984,1.1756,10.3453,-7.0294
136013,0.0383,9.1889,-4.2497
136041,-0.2969,8.2528,-1.8579
136069,0.3208,7.5322,-1.2234
136097,-0.2705,5.8826,-0.6871
136125,-3.4548,5.126,-1.7119
136153,-4.3934,3.0933,-1.0918
136181,-11.71,3.1723,-0.5842
136209,-14.0611,5.1451,-0.7829
136237,-17.7195,5.9592,0.0934
136265,-20.6548,10.4866,-1.142
136294,-22.8886,11.8728,-1.6496
136322,-17.856,8.6598,1.8962
136350,-14.1856,6.608,1.2258
136378,-12.1338,6.5817,-0.8667
136406,-8.7867,7.015,-1.4892
