timestamp,ax,ay,az
48547,-6.3853,9.979,-12.8066
48575,-9.007,10.6111,-12.9215
48603,-9.7516,9.2967,-11.1785
48631,-11.7579,9.0573,-12.0261
48659,-12.9024,10.7548,-12.4882
48687,-10.4722,11.2288,-9.8306
48715,-9.5864,11.0109,-7.8985
48743,-9.6941,7.7476,-5.0302
48772,-7.4148,4.9536,-2.7701
48800,-4.8578,3.5386,-3.6344
48828,-2.9688,1.0726,-2.9856
48856,0.2322,-2.7557,-2.624
48884,4.9512,-3.9504,-4.8339
48912,8.9112,-3.4764,-3.9528
48940,13.9917,1.5395,-0.7278
48968,19.0483,7.3382,1.4844
48996,5.9927,3.7469,15.0835
49024,2.138,-0.0742,9.2727
49052,4.8626,2.6647,3.3734
49081,6.189,3.5267,0.759
49109,4.2449,2.0662,0.1101
49137,3.2417,3.4548,-2.1093
49165,0.8475,4.0127,-1.3647
49193,-1.1468,3.2801,0.4812
49221,-2.9999,5.7461,-0.0838
49249,-5.5162,7.4316,-1.6927
49277,-7.4244,8.0278,-2.8778
49305,-8.4779,10.5512,-4.1587
49333,-9.1578,11.0923,-5.0278
49361,-9.0237,10.4627,-5.1236
49390,-7.7931,12.3684,-7.8817
49418,-8.0062,12.1434,-7.7979
49446,-9.2727,16.2327,-11.3964
49474,-13.6134,17.4705,-11.9135
49502,-11.133,16.9414,-8.0182
49530,-7.8985,15.0236,-4.8507
49558,-8.3534,13.4794,-4.3096
49586,-9.1889,13.9271,-5.6767
49614,-9.9742,14.8752,-7.3119
49643,-9.2632,12.1266,-8.0876
49671,-11.4467,10.3022,-8.2073
49699,-11.3006,8.7628,-7.75
49727,-8.8418,6.347,-6.2417
49755,-7.7476,5.0901,-4.8483
49783,-6.754,3.3519,-2.9544
49811,-4.853,1.6209,-1.8028
49839,-3.0239,-0.6656,-2.2482
49867,-0.0263,-3.9313,-2.6767
49896,8.3246,-2.0662,-7.4172
49924,14.9566,4.0294,-8.327
49952,18.9453,3.9696,0.8523
49980,9.2225,0.6105,13.4003
50008,4.8602,0.0694,11.4706
50036,6.0741,0.8236,6.426
50064,8.3222,0.0144,2.1021
50092,6.8091,-1.1468,0.6009
50120,4.8626,-1.6089,-2.3655
50148,3.4836,0.3089,-4.968
50176,-0.8212,2.1356,-5.8993
50204,-4.1851,3.4836,-5.9687
50232,-7.5346,5.7796,-9.1291
50261,-12.22,10.3142,-12.0213
50289,-10.0389,8.4252,-8.4779
50317,-8.6239,7.8338,-7.1323
50345,-9.4451,6.766,-7.9775
50373,-11.0875,10.5393,-12.7683
50401,-11.9016,10.6925,-12.5839
50429,-12.0357,10.7571,-14.1018
50457,-11.9327,11.5879,-12.2751
50486,-11.2384,10.5105,-10.1227
50514,-11.7244,11.1378,-9.6414
