timestamp,ax,ay,az
38543,-1.6209,10.0126,-11.2001
38571,-3.1627,13.0245,-14.2144
38599,-2.1691,11.382,-14.88
38627,-3.6464,12.4211,-15.7227
38655,-2.8874,11.1642,-16.1417
38684,-2.6025,9.9671,-18.9142
38712,-4.7046,12.2056,-19.8479
38740,-5.5952,8.9519,-16.2542
38768,-8.1211,9.6127,-14.8345
38796,-9.3302,11.3533,-13.4985
38824,-7.434,9.8737,-11.7364
38852,-9.007,11.4108,-10.5153
38880,-8.2049,8.1331,-6.201
38909,-6.1196,9.2273,-4.8507
38937,-3.9768,5.6814,-3.0406
38965,-0.5507,3.8714,-0.6704
38993,3.2394,2.4301,1.3719
39021,2.9975,1.6903,0.7326
39049,5.296,2.5498,-1.6113
39077,8.3055,2.9449,-1.3024
39105,11.5233,7.5154,-4.3263
39133,12.4259,6.9025,0.0096
39161,8.1906,1.9465,8.4922
39189,4.2784,1.0367,10.7212
39217,4.4508,2.3535,7.4292
39245,5.8754,1.5203,4.6448
39273,5.9903,0.5842,3.1508
39302,6.4596,3.4812,-2.0446
39330,5.0111,3.6224,-1.8435
39358,5.363,2.9808,-4.6711
39386,2.4038,2.9161,-6.857
39414,-5.6551,6.0358,-11.2432
39442,-9.3446,10.4627,-12.6174
39470,-1.1756,7.4005,-7.288
39498,-3.7421,6.3518,-6.4715
39526,-6.2393,8.3989,-9.5864
39554,-5.9831,10.0102,-9.426
39583,-4.6663,9.1267,-9.5457
39611,-5.0781,10.0461,-11.5592
39639,-4.9057,9.9359,-13.0388
39667,-6.4548,10.41,-15.7012
39695,-5.9256,10.0389,-16.1465
39723,-7.185,9.8809,-17.0204
39751,-9.7181,10.6829,-17.832
39779,-9.5888,10.0221,-15.0691
39807,-10.2256,11.0612,-14.9733
39836,-10.3956,10.6686,-12.651
39864,-10.4986,9.6774,-8.4204
39892,-9.7181,7.7069,-5.5545
39920,-8.5329,9.3709,-3.7397
39948,-4.3048,5.6048,-0.2298
39976,-2.4253,3.3471,2.7174
40004,1.4964,5.0278,-1.6113
40032,3.723,1.8747,-1.336
40060,7.9009,-1.6352,1.7861
40088,9.8713,-1.4557,0.0838
40117,10.0197,1.5323,0.0551
40145,8.3175,2.7605,5.2696
40173,7.2999,2.308,10.5297
40201,5.0637,1.2474,8.1642
40229,4.7022,0.3448,6.0214
40257,5.6168,-1.0965,4.367
40285,5.3008,1.5802,-0.6081
40313,1.5323,3.4884,-3.0215
40341,-0.4214,3.9313,-2.7222
40369,-1.0391,6.9863,-4.5586
40397,-2.9784,7.027,-5.0254
40425,-2.7533,5.6599,-4.9656
40453,-4.3981,6.7588,-8.3055
40482,-8.7867,12.1242,-13.2136
40510,-6.6511,10.7548,-11.5113
