timestamp,ax,ay,az
101626,-4.5203,-2.7126,1.652
101654,-4.5562,-3.1053,-2.49
101682,-6.9983,-2.4948,-5.6575
101710,-8.849,-0.9816,-8.3031
101739,-10.726,-2.0686,-9.1219
101767,-13.9055,-2.059,-11.8968
101795,-17.2478,-0.7853,-16.0459
101823,-17.4226,-0.2466,-17.1808
101851,-19.6277,0.0646,-16.4937
101879,-21.6077,3.6583,-19.0698
101907,-20.4728,3.8642,-19.9509
101936,-16.9749,2.8778,-19.4457
101964,-11.5065,3.8379,-20.3651
101992,-7.4412,3.1795,-18.3994
102020,-6.0286,4.0606,-14.37
102048,-5.2026,5.1858,-11.1761
102076,-3.6631,6.1459,-10.5129
102104,0.182,4.6759,-10.9726
102132,4.5059,1.9513,-9.2033
102160,6.2824,2.9497,-9.2488
102188,5.0135,3.5075,-9.2464
102217,3.3806,0.5124,-6.8139
102245,2.3583,0.1053,-4.8602
102273,1.0343,-0.8763,-3.2154
102301,-2.7461,-1.6472,-1.0846
102329,-7.094,-0.6009,-0.8547
102357,-5.8227,-2.5929,-0.9481
102385,-5.7126,-3.9624,-4.13
102413,-9.2943,-1.1085,-8.746
102441,-11.4826,1.3312,-10.319
102470,-12.4451,0.0575,-10.5345
102498,-16.9701,1.0343,-12.2942
102526,-18.4354,2.1261,-15.2559
102554,-17.3915,1.9944,-16.2207
102582,-15.9334,3.4907,-16.2662
102610,-16.5894,7.5178,-18.263
102638,-14.8967,6.9121,-18.2917
102666,-11.8537,6.4356,-19.2398
102695,-7.9607,6.5027,-18.4114
102723,-4.3551,6.0717,-18.7131
102751,-2.478,5.77,-15.9933
102779,-0.6345,6.1459,-12.785
102807,0.6919,5.4037,-10.2185
102835,2.6863,5.6383,-9.7468
102863,5.5641,2.6959,-7.252
102891,5.8155,2.0231,-5.3367
102919,4.944,1.7286,-4.2569
102947,4.944,0.6177,-4.0318
102975,4.2713,-1.2833,-2.9329
103004,1.0965,-1.3479,-1.834
103032,-1.6424,-0.6393,-1.0678
103060,-3.7852,-1.1708,0.0766
103088,-4.8363,-1.7645,-0.5004
103116,-5.6455,0.6369,-5.2074
103144,-5.4085,0.2945,-5.691
103172,-8.4108,1.743,-8.9184
103200,-8.4779,2.3631,-10.6374
103228,-8.2624,0.0646,-10.963
103257,-11.3126,2.8228,-14.2623
103285,-14.3604,1.8986,-16.3117
103313,-18.5551,0.2394,-17.4753
103341,-20.9684,5.0829,-24.1336
103369,-20.3579,4.8171,-23.1615
103397,-18.1002,3.2489,-20.1017
103425,-14.188,4.3407,-18.1672
103453,-9.426,-0.4836,-14.8441
103482,-5.6862,0.1484,-15.4833
103510,-3.2082,3.62,-16.7235
103538,-1.087,3.7134,-14.4394
103566,-0.4812,4.5897,-10.7452
103594,1.2115,4.9632,-8.6431
