timestamp,ax,ay,az
77617,5.2936,0.2466,1.8028
77645,4.0007,-0.4429,3.3734
77673,2.4612,-2.4972,2.5019
77701,2.6935,-1.9728,-0.4573
77729,0.2753,-6.213,-3.0071
77757,-5.4827,-9.0549,-4.628
77786,-9.3853,-1.3096,-12.9718
77814,-7.7021,-2.8084,-17.0036
77842,-15.5839,-5.1787,-14.6525
77870,-23.7625,-2.4349,-18.2127
77898,-23.8391,-1.6257,-23.7792
77926,-23.104,-1.4293,-22.3379
77954,-22.7329,2.6097,-22.2948
77983,-19.8647,3.1747,-21.2222
78011,-17.5926,1.7669,-19.6301
78039,-14.7626,2.636,-18.7801
78067,-10.9726,4.2617,-17.3005
78095,-8.7795,2.3343,-14.2311
78123,-6.5481,1.968,-9.7324
78151,-3.9648,3.802,-8.3845
78179,-0.6584,3.8044,-7.8123
78207,2.6767,3.1125,-6.8881
78235,3.1364,2.1045,-4.6591
78264,3.2777,1.1181,-1.47
78292,4.0103,-0.8499,0.5339
78320,3.3902,-2.5833,3.225
78348,0.6416,-3.0143,2.9353
78376,-0.9529,-3.2705,-2.8898
78404,-1.6688,-5.3103,-4.9608
78432,-7.774,-0.7063,-10.7524
78460,-7.9057,-0.644,-12.1458
78488,-10.8409,-3.5291,-13.1346
78517,-17.8224,-0.9673,-15.6102
78545,-20.1664,0.5195,-20.7625
78573,-19.8431,0.9529,-20.1688
78601,-21.5598,2.3607,-19.3164
78629,-22.4073,7.094,-22.9173
78657,-20.1448,4.5921,-23.1783
78685,-13.9797,1.5083,-19.6732
78713,-9.1482,2.5522,-18.6987
78742,-7.4268,3.4572,-18.1409
78770,-4.9368,3.5841,-15.9909
78798,-2.0135,4.3024,-12.8928
78826,0.5698,4.4987,-10.5584
78854,0.5842,2.9856,-8.521
78882,1.8483,2.4301,-6.7564
78910,2.7509,2.6743,-6.0861
78938,1.0487,0.4142,-3.9073
78966,0.4429,-1.0032,1.6233
78994,0.5986,-1.9178,6.7828
79022,2.0375,-3.4477,4.64
79051,0.1556,-3.8235,-3.7613
79079,-2.3942,-2.4469,-5.7197
79107,-2.7078,-6.4212,-3.2034
79135,-9.6223,-2.1284,-13.6062
79163,-12.9143,-0.9912,-16.5439
79191,-17.1688,-3.0526,-15.8879
79219,-21.7082,-1.1564,-19.1919
79247,-21.3802,0.4022,-21.4951
79276,-21.0091,2.8539,-20.322
79304,-19.9509,3.0837,-19.7761
79332,-17.4777,1.6568,-18.5814
79360,-14.1737,0.7183,-18.7705
79388,-11.8082,1.9489,-20.3914
79416,-8.1116,2.0327,-20.3818
79444,-6.426,1.8483,-16.8815
79472,-2.7246,2.1644,-14.4538
79501,0.1867,1.0151,-10.0389
79529,5.2098,-0.0982,-7.3957
79557,7.7596,0.9577,-4.6807
79585,7.7405,1.8675,-2.557
79613,6.4907,0.5363,-1.6712
79641,5.3726,-0.8452,-0.2059
79669,4.3215,-1.7813,0.4549
79697,0.4046,-2.2338,-0.8691
79725,-1.3815,-3.1843,-1.9154
79753,-4.7238,-5.533,-6.924
79782,-7.6279,-1.889,-12.2751
79810,-7.2592,-2.1572,-12.0165
79838,-11.9207,-1.8914,-15.342
79866,-16.7594,-1.8579,-17.4202
79894,-17.7315,-2.5211,-19.1536
79922,-17.844,-1.0487,-24.7153
79950,-17.2957,-0.0718,-25.9388
79979,-16.089,-0.5004,-23.5278
80007,-14.6932,-0.407,-23.6427
80035,-11.8298,-2.5833,-23.851
80063,-7.0677,-1.6161,-21.6005
80091,-3.1484,-0.146,-18.8855
80119,-2.308,2.5426,-18.0188
80147,-0.6704,1.6209,-13.9726
80176,1.0223,0.5459,-10.7978
80204,2.4134,1.8148,-8.4587
80232,4.1731,1.0965,-6.3518
80260,3.6871,0.2514,-4.1372
80288,3.2489,-0.5315,-1.6328
80316,1.9225,-1.6807,1.5467
80344,0.5938,-2.4445,4.561
80372,-0.8068,-2.4924,3.2944
80400,-0.996,-3.0574,-1.4605
80428,-2.5642,-3.5674,-2.9473
80456,-6.4212,-4.1037,-8.0134
80485,-9.1889,-0.6369,-13.1705
80513,-11.3964,-2.8635,-13.5632
80541,-15.7682,-3.9433,-16.1776
80569,-19.5367,-1.549,-21.4449
80597,-19.8144,-0.3926,-25.0434
80625,-17.2359,1.9034,-25.9244
80653,-16.9007,4.1396,-24.27
80682,-16.3907,2.2649,-23.3028
80710,-12.3948,0.7805,-22.2589
80738,-8.4348,0.6967,-19.3284
80766,-5.7533,1.5419,-17.7602
80794,-2.6671,1.1061,-14.9638
80822,-0.2682,2.15,-11.1522
80850,2.3415,3.0957,-9.7157
80878,5.3103,3.0239,-8.5449
80906,7.0102,1.4533,-6.3662
80935,6.7325,2.5809,-4.9775
80963,6.213,2.3463,-4.4987
80991,4.8937,0.1245,-2.8994
81019,3.8427,-1.3623,-0.6776
81047,0.8404,-1.7885,0.2203
81075,-0.9266,-1.3384,-2.0279
81103,-0.7015,-4.1156,-3.565
81131,-4.4867,-5.7964,-5.3702
81159,-9.0573,-0.8188,-11.1139
81187,-10.2185,-2.2913,-11.066
81216,-15.682,-1.2043,-14.3963
81244,-19.8288,-0.6704,-16.6277
81272,-19.9054,-1.5538,-18.7729
